fold,rna_idx,drug_idx,label,split
1,237,84,1,train
1,237,110,1,train
1,239,0,1,train
1,239,1,1,train
1,239,10,1,train
1,239,17,1,train
1,239,28,1,train
1,239,96,1,train
1,239,111,1,train
1,240,5,1,train
1,240,29,1,train
1,241,0,1,train
1,241,1,1,train
1,241,5,1,train
1,241,6,1,train
1,241,7,1,train
1,241,8,1,train
1,241,10,1,train
1,241,13,1,train
1,241,17,1,train
1,241,29,1,train
1,241,31,1,train
1,241,32,1,train
1,241,34,1,train
1,241,35,1,train
1,241,38,1,train
1,241,57,1,train
1,241,91,1,train
1,241,97,1,train
1,241,103,1,train
1,241,112,1,train
1,241,113,1,train
1,242,1,1,train
1,242,52,1,train
1,243,0,1,train
1,243,1,1,train
1,243,5,1,train
1,243,6,1,train
1,243,7,1,train
1,243,9,1,train
1,243,13,1,train
1,243,16,1,train
1,243,17,1,train
1,243,18,1,train
1,243,32,1,train
1,243,34,1,train
1,243,35,1,train
1,243,52,1,train
1,243,57,1,train
1,243,97,1,train
1,243,112,1,train
1,243,113,1,train
1,245,0,1,train
1,245,1,1,train
1,245,5,1,train
1,245,8,1,train
1,245,37,1,train
1,245,42,1,train
1,245,76,1,train
1,245,114,1,train
1,245,115,1,train
1,246,0,1,train
1,246,3,1,train
1,246,5,1,train
1,246,13,1,train
1,246,17,1,train
1,246,18,1,train
1,246,27,1,train
1,246,34,1,train
1,246,65,1,train
1,246,116,1,train
1,250,0,1,train
1,250,9,1,train
1,251,0,1,train
1,251,13,1,train
1,251,16,1,train
1,251,51,1,train
1,251,52,1,train
1,252,0,1,train
1,252,1,1,train
1,252,3,1,train
1,252,5,1,train
1,252,13,1,train
1,252,29,1,train
1,252,31,1,train
1,252,48,1,train
1,252,52,1,train
1,253,0,1,train
1,253,1,1,train
1,253,5,1,train
1,253,18,1,train
1,253,52,1,train
1,254,0,1,train
1,254,5,1,train
1,254,6,1,train
1,254,7,1,train
1,254,13,1,train
1,254,16,1,train
1,254,29,1,train
1,254,38,1,train
1,254,51,1,train
1,254,52,1,train
1,255,5,1,train
1,255,29,1,train
1,256,0,1,train
1,256,5,1,train
1,256,13,1,train
1,256,14,1,train
1,256,16,1,train
1,256,18,1,train
1,256,19,1,train
1,256,31,1,train
1,256,52,1,train
1,256,57,1,train
1,256,84,1,train
1,257,13,1,train
1,257,18,1,train
1,258,0,1,train
1,258,5,1,train
1,258,10,1,train
1,258,16,1,train
1,258,17,1,train
1,258,18,1,train
1,258,39,1,train
1,258,46,1,train
1,258,50,1,train
1,258,52,1,train
1,258,58,1,train
1,258,95,1,train
1,258,117,1,train
1,260,0,1,train
1,260,5,1,train
1,260,14,1,train
1,260,84,1,train
1,262,1,1,train
1,262,26,1,train
1,262,52,1,train
1,263,0,1,train
1,263,5,1,train
1,263,10,1,train
1,263,18,1,train
1,263,38,1,train
1,263,49,1,train
1,263,52,1,train
1,263,75,1,train
1,264,5,1,train
1,264,19,1,train
1,265,5,1,train
1,265,6,1,train
1,265,29,1,train
1,266,0,1,train
1,266,5,1,train
1,266,10,1,train
1,266,13,1,train
1,266,16,1,train
1,266,17,1,train
1,266,19,1,train
1,266,39,1,train
1,266,57,1,train
1,266,75,1,train
1,266,91,1,train
1,267,5,1,train
1,267,29,1,train
1,268,0,1,train
1,268,1,1,train
1,268,3,1,train
1,268,5,1,train
1,268,10,1,train
1,268,13,1,train
1,268,19,1,train
1,268,57,1,train
1,268,82,1,train
1,268,118,1,train
1,269,1,1,train
1,269,52,1,train
1,270,5,1,train
1,270,18,1,train
1,270,49,1,train
1,270,52,1,train
1,270,65,1,train
1,271,0,1,train
1,271,1,1,train
1,271,5,1,train
1,271,10,1,train
1,271,13,1,train
1,271,19,1,train
1,271,29,1,train
1,271,38,1,train
1,271,51,1,train
1,271,52,1,train
1,271,57,1,train
1,273,0,1,train
1,273,1,1,train
1,273,3,1,train
1,273,5,1,train
1,273,10,1,train
1,273,16,1,train
1,273,17,1,train
1,274,1,1,train
1,274,5,1,train
1,274,16,1,train
1,274,29,1,train
1,274,52,1,train
1,275,5,1,train
1,275,29,1,train
1,276,0,1,train
1,276,5,1,train
1,279,1,1,train
1,279,51,1,train
1,279,52,1,train
1,282,0,1,train
1,282,3,1,train
1,282,5,1,train
1,282,6,1,train
1,282,10,1,train
1,282,13,1,train
1,282,14,1,train
1,282,50,1,train
1,282,52,1,train
1,282,66,1,train
1,282,84,1,train
1,283,5,1,train
1,283,29,1,train
1,283,66,1,train
1,283,75,1,train
1,284,3,1,train
1,284,5,1,train
1,284,6,1,train
1,284,10,1,train
1,284,13,1,train
1,284,32,1,train
1,284,51,1,train
1,284,82,1,train
1,285,0,1,train
1,285,13,1,train
1,285,16,1,train
1,285,19,1,train
1,285,52,1,train
1,285,66,1,train
1,285,92,1,train
1,286,5,1,train
1,286,29,1,train
1,287,0,1,train
1,287,5,1,train
1,287,13,1,train
1,287,16,1,train
1,287,29,1,train
1,287,51,1,train
1,287,57,1,train
1,288,5,1,train
1,288,29,1,train
1,289,0,1,train
1,289,5,1,train
1,289,6,1,train
1,289,9,1,train
1,289,13,1,train
1,289,16,1,train
1,289,19,1,train
1,289,29,1,train
1,289,52,1,train
1,289,75,1,train
1,291,1,1,train
1,291,52,1,train
1,292,2,1,train
1,292,10,1,train
1,293,1,1,train
1,293,52,1,train
1,294,1,1,train
1,294,52,1,train
1,295,1,1,train
1,295,52,1,train
1,296,1,1,train
1,296,52,1,train
1,297,1,1,train
1,297,52,1,train
1,299,1,1,train
1,299,52,1,train
1,301,1,1,train
1,301,52,1,train
1,302,1,1,train
1,302,5,1,train
1,302,52,1,train
1,303,1,1,train
1,303,52,1,train
1,304,1,1,train
1,304,52,1,train
1,305,1,1,train
1,305,52,1,train
1,306,10,1,train
1,306,26,1,train
1,307,1,1,train
1,307,5,1,train
1,307,10,1,train
1,307,29,1,train
1,307,57,1,train
1,307,71,1,train
1,308,5,1,train
1,308,19,1,train
1,308,27,1,train
1,308,29,1,train
1,309,1,1,train
1,309,52,1,train
1,311,1,1,train
1,311,13,1,train
1,312,0,1,train
1,312,5,1,train
1,312,13,1,train
1,312,16,1,train
1,313,1,1,train
1,313,3,1,train
1,313,7,1,train
1,313,13,1,train
1,313,52,1,train
1,313,57,1,train
1,314,1,1,train
1,314,3,1,train
1,314,5,1,train
1,314,20,1,train
1,314,51,1,train
1,314,52,1,train
1,314,66,1,train
1,315,1,1,train
1,315,5,1,train
1,315,7,1,train
1,315,10,1,train
1,315,19,1,train
1,315,29,1,train
1,315,52,1,train
1,316,0,1,train
1,316,5,1,train
1,316,7,1,train
1,316,29,1,train
1,316,50,1,train
1,316,51,1,train
1,316,57,1,train
1,317,0,1,train
1,317,3,1,train
1,317,5,1,train
1,317,17,1,train
1,317,18,1,train
1,317,19,1,train
1,317,50,1,train
1,317,53,1,train
1,317,54,1,train
1,317,55,1,train
1,317,57,1,train
1,317,71,1,train
1,317,119,1,train
1,318,1,1,train
1,318,5,1,train
1,318,13,1,train
1,318,52,1,train
1,318,56,1,train
1,319,0,1,train
1,319,1,1,train
1,319,5,1,train
1,319,7,1,train
1,319,16,1,train
1,319,29,1,train
1,319,38,1,train
1,319,52,1,train
1,319,57,1,train
1,320,0,1,train
1,320,5,1,train
1,320,29,1,train
1,321,1,1,train
1,321,5,1,train
1,321,29,1,train
1,321,52,1,train
1,322,5,1,train
1,322,26,1,train
1,322,29,1,train
1,322,31,1,train
1,323,0,1,train
1,323,16,1,train
1,323,50,1,train
1,324,5,1,train
1,324,7,1,train
1,324,10,1,train
1,324,13,1,train
1,324,16,1,train
1,325,5,1,train
1,325,7,1,train
1,325,29,1,train
1,325,34,1,train
1,326,1,1,train
1,326,10,1,train
1,326,52,1,train
1,328,0,1,train
1,328,5,1,train
1,328,14,1,train
