fold,rna_idx,drug_idx,label,split
1,253,5,1,train
1,253,18,1,train
1,253,52,1,train
1,254,0,1,train
1,254,5,1,train
1,254,7,1,train
1,254,13,1,train
1,254,16,1,train
1,254,29,1,train
1,254,38,1,train
1,254,51,1,train
1,254,52,1,train
1,255,5,1,train
1,255,29,1,train
1,256,0,1,train
1,256,5,1,train
1,256,13,1,train
1,256,14,1,train
1,256,16,1,train
1,256,18,1,train
1,256,19,1,train
1,256,31,1,train
1,256,52,1,train
1,256,57,1,train
1,256,84,1,train
1,257,13,1,train
1,257,18,1,train
1,258,0,1,train
1,258,5,1,train
1,258,10,1,train
1,258,16,1,train
1,258,17,1,train
1,258,18,1,train
1,258,46,1,train
1,258,50,1,train
1,258,52,1,train
1,258,95,1,train
1,258,117,1,train
1,260,0,1,train
1,260,5,1,train
1,260,14,1,train
1,260,84,1,train
1,262,1,1,train
1,262,26,1,train
1,262,52,1,train
1,263,0,1,train
1,263,5,1,train
1,263,10,1,train
1,263,18,1,train
1,263,38,1,train
1,263,49,1,train
1,263,52,1,train
1,263,75,1,train
1,264,5,1,train
1,264,19,1,train
1,265,5,1,train
1,265,29,1,train
1,266,0,1,train
1,266,5,1,train
1,266,10,1,train
1,266,13,1,train
1,266,16,1,train
1,266,17,1,train
1,266,19,1,train
1,266,57,1,train
1,266,75,1,train
1,267,5,1,train
1,267,29,1,train
1,268,0,1,train
1,268,1,1,train
1,268,5,1,train
1,268,10,1,train
1,268,13,1,train
1,268,19,1,train
1,268,57,1,train
1,268,82,1,train
1,268,118,1,train
1,269,1,1,train
1,269,52,1,train
1,270,5,1,train
1,270,18,1,train
1,270,49,1,train
1,270,52,1,train
1,271,0,1,train
1,271,1,1,train
1,271,5,1,train
1,271,10,1,train
1,271,13,1,train
1,271,19,1,train
1,271,29,1,train
1,271,38,1,train
1,271,51,1,train
1,271,52,1,train
1,271,57,1,train
1,273,0,1,train
1,273,1,1,train
1,273,5,1,train
1,273,10,1,train
1,273,16,1,train
1,273,17,1,train
1,274,1,1,train
1,274,5,1,train
1,274,16,1,train
1,274,29,1,train
1,274,52,1,train
1,275,5,1,train
1,275,29,1,train
1,276,0,1,train
1,276,5,1,train
1,279,1,1,train
1,279,51,1,train
1,279,52,1,train
1,282,0,1,train
1,282,5,1,train
1,282,10,1,train
1,282,13,1,train
1,282,14,1,train
1,282,50,1,train
1,282,52,1,train
1,282,84,1,train
1,283,5,1,train
1,283,29,1,train
1,283,75,1,train
1,284,5,1,train
1,284,10,1,train
1,284,13,1,train
1,284,32,1,train
1,284,51,1,train
1,284,82,1,train
1,285,0,1,train
1,285,13,1,train
1,285,16,1,train
1,285,19,1,train
1,285,52,1,train
1,286,5,1,train
1,286,29,1,train
1,287,0,1,train
1,287,5,1,train
1,287,13,1,train
1,287,16,1,train
1,287,29,1,train
1,287,51,1,train
1,287,57,1,train
1,288,5,1,train
1,288,29,1,train
1,289,0,1,train
1,289,5,1,train
1,289,9,1,train
1,289,13,1,train
1,289,16,1,train
1,289,19,1,train
1,289,29,1,train
1,289,52,1,train
1,289,75,1,train
1,291,1,1,train
1,291,52,1,train
1,292,2,1,train
1,292,10,1,train
1,293,1,1,train
1,293,52,1,train
1,294,1,1,train
1,294,52,1,train
1,295,1,1,train
1,295,52,1,train
1,296,1,1,train
1,296,52,1,train
1,297,1,1,train
1,297,52,1,train
1,299,1,1,train
1,299,52,1,train
1,301,1,1,train
1,301,52,1,train
1,302,1,1,train
1,302,5,1,train
1,302,52,1,train
1,303,1,1,train
1,303,52,1,train
1,304,1,1,train
1,304,52,1,train
1,305,1,1,train
1,305,52,1,train
1,306,10,1,train
1,306,26,1,train
1,307,1,1,train
1,307,5,1,train
1,307,10,1,train
1,307,29,1,train
1,307,57,1,train
1,307,71,1,train
1,308,5,1,train
1,308,19,1,train
1,308,27,1,train
1,308,29,1,train
1,309,1,1,train
1,309,52,1,train
1,311,1,1,train
1,311,13,1,train
1,312,0,1,train
1,312,5,1,train
1,312,13,1,train
1,312,16,1,train
1,313,1,1,train
1,313,7,1,train
1,313,13,1,train
1,313,52,1,train
1,313,57,1,train
1,314,1,1,train
1,314,5,1,train
1,314,20,1,train
1,314,51,1,train
1,314,52,1,train
1,315,1,1,train
1,315,5,1,train
1,315,7,1,train
1,315,10,1,train
1,315,19,1,train
1,315,29,1,train
1,315,52,1,train
1,316,0,1,train
1,316,5,1,train
1,316,7,1,train
1,316,29,1,train
1,316,50,1,train
1,316,51,1,train
1,316,57,1,train
1,317,0,1,train
1,317,5,1,train
1,317,17,1,train
1,317,18,1,train
1,317,19,1,train
1,317,50,1,train
1,317,53,1,train
1,317,55,1,train
1,317,57,1,train
1,317,71,1,train
1,317,119,1,train
1,318,1,1,train
1,318,5,1,train
1,318,13,1,train
1,318,52,1,train
1,318,56,1,train
1,319,0,1,train
1,319,1,1,train
1,319,5,1,train
1,319,7,1,train
1,319,16,1,train
1,319,29,1,train
1,319,38,1,train
1,319,52,1,train
1,319,57,1,train
1,320,0,1,train
1,320,5,1,train
1,320,29,1,train
1,321,1,1,train
1,321,5,1,train
1,321,29,1,train
1,321,52,1,train
1,322,5,1,train
1,322,26,1,train
1,322,29,1,train
1,322,31,1,train
1,323,0,1,train
1,323,16,1,train
1,323,50,1,train
1,324,5,1,train
1,324,7,1,train
1,324,10,1,train
1,324,13,1,train
1,324,16,1,train
1,325,5,1,train
1,325,7,1,train
1,325,29,1,train
1,325,34,1,train
1,326,1,1,train
1,326,10,1,train
1,326,52,1,train
1,328,0,1,train
1,328,5,1,train
1,328,14,1,train
1,328,19,1,train
1,328,27,1,train
1,330,0,1,train
1,330,1,1,train
1,330,5,1,train
1,330,10,1,train
1,333,1,1,train
1,333,52,1,train
1,334,0,1,train
1,334,1,1,train
1,334,5,1,train
1,334,52,1,train
1,334,75,1,train
1,335,0,1,train
1,335,1,1,train
1,335,52,1,train
1,337,0,1,train
1,337,52,1,train
1,339,0,1,train
1,339,1,1,train
1,339,7,1,train
1,339,27,1,train
1,339,52,1,train
1,339,56,1,train
1,339,57,1,train
1,342,1,1,train
1,342,52,1,train
1,343,5,1,train
1,343,10,1,train
1,343,29,1,train
1,344,1,1,train
1,344,52,1,train
1,345,1,1,train
1,345,52,1,train
1,347,1,1,train
1,347,5,1,train
1,347,29,1,train
1,348,0,1,train
1,348,1,1,train
1,348,5,1,train
1,348,29,1,train
1,348,52,1,train
1,349,0,1,train
1,349,1,1,train
1,349,16,1,train
1,349,52,1,train
1,349,56,1,train
1,350,0,1,train
1,350,1,1,train
1,350,13,1,train
1,350,52,1,train
1,350,56,1,train
1,351,0,1,train
1,351,1,1,train
1,351,5,1,train
1,351,10,1,train
1,351,29,1,train
1,351,56,1,train
1,351,82,1,train
1,352,0,1,train
1,352,5,1,train
1,352,29,1,train
1,355,0,1,train
1,355,1,1,train
1,355,7,1,train
1,355,34,1,train
1,356,0,1,train
1,356,5,1,train
1,356,7,1,train
1,356,8,1,train
1,356,10,1,train
1,356,13,1,train
1,356,16,1,train
1,356,27,1,train
1,356,31,1,train
1,356,38,1,train
1,356,48,1,train
1,356,64,1,train
1,357,0,1,train
1,357,5,1,train
1,357,29,1,train
1,358,0,1,train
1,358,10,1,train
1,359,0,1,train
1,359,1,1,train
1,359,5,1,train
1,359,27,1,train
1,359,48,1,train
1,359,52,1,train
1,360,5,1,train
1,360,18,1,train
1,361,0,1,train
1,361,1,1,train
1,361,52,1,train
1,362,1,1,train
1,362,52,1,train
1,363,1,1,train
1,363,52,1,train
1,364,1,1,train
1,364,52,1,train
1,365,1,1,train
1,365,52,1,train
1,366,1,1,train
1,366,52,1,train
1,368,0,1,train
1,368,5,1,train
1,368,13,1,train
1,368,27,1,train
1,369,0,1,train
1,369,13,1,train
1,369,18,1,train
1,369,53,1,train
